Player,Matches Played,Avg Runs per Match,Strike Rate,Batting Position,Opponent Team,Venue,Previous Match Runs,Form (Last 5 Innings Avg.),Predicted Runs
Suyash Sharma,19,20.97,173.9,2,RCB,Narendra Modi,103,75.35,61
Venkatesh Iyer,210,26.54,121.31,1,MI,Arun Jaitley,89,57.47,40
KL Rahul,97,54.74,177.48,1,PBKS,Eden Gardens,90,53.76,53
David Miller,16,35.21,167.13,7,KKR,DY Patil,26,72.75,55
Nitish Rana,207,42.2,127.69,7,GT,DY Patil,19,36.75,48
Prithvi Shaw,242,49.68,161.91,6,PBKS,DY Patil,11,41.66,38
Glenn Maxwell,203,35.93,152.15,4,GT,DY Patil,43,27.79,29
Glenn Maxwell,284,26.62,138.37,1,PBKS,Arun Jaitley,3,17.34,24
Pat Cummins,59,54.61,136.24,2,SRH,Narendra Modi,34,17.25,46
Hardik Pandya,200,21.71,103.31,5,KKR,Arun Jaitley,69,39.09,33
Krunal Pandya,121,39.29,107.58,4,KKR,Narendra Modi,91,10.4,39
Washington Sundar,175,24.12,147.35,6,DC,Eden Gardens,78,57.83,39
Dinesh Karthik,71,22.67,174.52,5,LSG,Arun Jaitley,33,61.0,57
Pat Cummins,84,53.74,141.42,3,PBKS,Wankhede,35,64.73,72
Yashasvi Jaiswal,101,22.4,166.33,1,LSG,Narendra Modi,3,49.43,45
Ravindra Jadeja,234,41.81,125.62,7,RCB,DY Patil,89,31.6,39
David Miller,98,36.57,100.25,6,DC,DY Patil,24,81.11,59
Shimron Hetmyer,80,36.41,112.95,7,RR,Eden Gardens,101,53.66,51
Devon Conway,152,29.65,144.03,6,RR,Eden Gardens,78,26.03,27
Faf du Plessis,100,53.22,110.42,6,DC,Narendra Modi,86,22.15,44
Glenn Maxwell,258,53.0,152.44,4,LSG,Wankhede,89,77.07,76
Axar Patel,161,21.97,153.13,4,CSK,Eden Gardens,64,23.69,35
Faf du Plessis,143,53.76,147.21,6,CSK,Eden Gardens,16,42.53,63
Kyle Mayers,183,22.47,130.92,6,KKR,Arun Jaitley,53,17.97,35
Liam Livingstone,220,44.76,101.47,3,DC,Narendra Modi,49,89.21,82
KS Bharat,184,22.39,110.74,1,SRH,Wankhede,78,78.04,63
Devon Conway,271,53.14,164.6,3,GT,Wankhede,52,50.69,55
Rilee Rossouw,145,22.64,175.2,3,CSK,Narendra Modi,47,60.81,33
Suyash Sharma,31,49.0,131.32,5,CSK,Eden Gardens,5,89.86,83
Shahrukh Khan,167,29.51,134.28,6,GT,DY Patil,33,79.97,69
Chetan Sakariya,258,50.83,115.57,7,MI,Narendra Modi,99,29.59,50
Shivam Dube,210,49.08,148.38,1,SRH,Narendra Modi,85,26.76,28
Dawid Malan,47,28.4,142.79,1,KKR,Narendra Modi,81,14.9,25
Rinku Singh,162,49.94,107.7,4,MI,Narendra Modi,112,30.0,52
Jason Roy,264,41.4,100.69,5,KKR,Wankhede,29,73.53,55
Washington Sundar,298,42.89,129.64,5,LSG,Narendra Modi,31,55.62,56
Jonny Bairstow,221,41.62,122.9,3,PBKS,Chinnaswamy,6,64.35,58
Shreyas Iyer,123,54.04,138.9,1,KKR,Chinnaswamy,27,53.92,50
Cameron Green,275,53.92,177.65,1,RCB,M. A. Chidambaram,112,73.28,60
Abhishek Sharma,202,51.3,106.39,4,PBKS,M. A. Chidambaram,88,21.53,38
Mayank Agarwal,233,27.82,104.8,2,CSK,Arun Jaitley,2,25.0,29
Kane Williamson,70,29.0,117.38,4,RCB,Wankhede,35,34.75,46
KS Bharat,151,48.39,162.76,5,SRH,Arun Jaitley,32,77.15,53
David Warner,44,20.66,100.11,4,LSG,M. A. Chidambaram,90,43.02,45
Axar Patel,286,50.83,105.3,6,GT,Eden Gardens,24,28.92,35
Rinku Singh,97,48.86,115.06,4,KKR,Eden Gardens,32,31.3,52
Andre Russell,161,41.74,103.38,4,RCB,Narendra Modi,12,11.68,32
Chetan Sakariya,117,39.61,137.37,7,RR,Narendra Modi,44,61.66,53
Mayank Agarwal,240,36.04,131.0,4,DC,Narendra Modi,84,69.29,62
Matthew Wade,97,52.6,133.32,7,GT,Eden Gardens,54,60.86,48
David Miller,228,26.53,178.56,3,KKR,Eden Gardens,117,56.35,36
Ishan Kishan,135,36.73,159.24,7,LSG,Chinnaswamy,5,86.82,56
Shreyas Iyer,170,22.69,162.98,6,SRH,Chinnaswamy,1,81.93,46
Chetan Sakariya,294,43.75,162.34,3,CSK,DY Patil,81,43.69,43
Ishan Kishan,158,34.66,127.47,6,CSK,M. A. Chidambaram,119,65.68,49
Matthew Wade,159,42.52,106.57,4,GT,Narendra Modi,61,31.2,30
Washington Sundar,111,23.69,142.24,4,MI,Arun Jaitley,19,11.9,18
Virat Kohli,269,44.53,136.24,6,GT,Narendra Modi,56,52.29,61
Suyash Sharma,88,33.45,156.14,1,MI,DY Patil,101,85.7,65
Pat Cummins,88,39.06,175.28,2,GT,Eden Gardens,38,56.4,48
Rohit Sharma,269,33.18,116.11,7,LSG,DY Patil,59,50.27,35
Tim David,216,33.46,120.37,7,CSK,Chinnaswamy,59,16.27,30
Ravindra Jadeja,62,54.14,107.62,3,PBKS,Eden Gardens,52,40.61,44
Rilee Rossouw,38,36.58,127.51,7,LSG,Eden Gardens,119,18.03,19
Hardik Pandya,40,36.01,179.0,5,DC,Eden Gardens,53,45.28,38
Ajinkya Rahane,268,25.88,101.99,7,MI,DY Patil,56,70.07,51
Shimron Hetmyer,201,47.28,108.92,6,MI,M. A. Chidambaram,104,24.89,30
Riyan Parag,128,42.56,157.07,5,KKR,Narendra Modi,120,37.02,33
Matthew Wade,223,44.21,169.95,4,KKR,M. A. Chidambaram,53,43.63,43
Josh Inglis,171,39.59,111.1,4,DC,Eden Gardens,119,73.57,63
Hardik Pandya,143,34.73,134.85,2,SRH,M. A. Chidambaram,59,87.55,62
Tim David,170,42.05,101.85,1,LSG,Arun Jaitley,71,65.85,58
Tim David,185,45.72,107.44,3,RR,Arun Jaitley,85,65.34,61
Axar Patel,113,39.64,179.8,5,MI,Chinnaswamy,19,66.55,50
Glenn Maxwell,221,48.81,131.44,6,MI,Chinnaswamy,114,74.9,54
Shubman Gill,139,45.17,107.9,2,DC,DY Patil,95,72.04,74
Shubman Gill,164,35.75,127.44,5,RCB,Chinnaswamy,1,22.24,31
Nitish Rana,239,48.43,124.9,2,DC,Wankhede,87,38.88,41
Shivam Dube,66,27.7,148.51,3,SRH,M. A. Chidambaram,54,29.75,21
Devon Conway,94,20.67,108.52,7,GT,DY Patil,8,48.39,33
Rohit Sharma,177,49.77,118.13,3,SRH,Eden Gardens,99,85.89,61
Shivam Dube,246,21.49,132.1,4,KKR,Eden Gardens,17,87.63,69
Jonny Bairstow,123,31.73,119.87,2,KKR,Arun Jaitley,79,78.68,70
David Miller,36,29.95,148.68,4,CSK,Wankhede,53,86.71,67
Sai Sudharsan,259,24.45,156.67,1,RR,Arun Jaitley,88,69.64,47
Jitesh Sharma,64,37.29,129.06,4,RR,Wankhede,108,35.85,42
Devdutt Padikkal,162,44.45,111.95,3,SRH,Eden Gardens,100,80.77,67
Chetan Sakariya,204,31.57,138.6,5,KKR,Wankhede,119,50.8,44
Harpreet Singh,150,33.27,175.79,3,LSG,Eden Gardens,35,34.35,47
Tim David,15,49.38,166.2,5,SRH,M. A. Chidambaram,52,19.12,49
Ajinkya Rahane,102,44.72,154.87,3,SRH,Narendra Modi,48,66.03,50
Liam Livingstone,177,47.03,164.79,5,RR,Narendra Modi,106,29.02,44
Sai Sudharsan,180,48.14,158.06,3,RCB,Wankhede,38,27.37,31
Dawid Malan,95,37.14,115.06,5,PBKS,Chinnaswamy,67,16.58,25
Harpreet Singh,101,33.63,172.75,3,RR,M. A. Chidambaram,8,62.18,59
Harry Brook,270,38.57,141.54,1,CSK,DY Patil,120,42.68,55
Matthew Wade,173,31.56,155.4,1,RCB,Eden Gardens,61,42.32,46
Mayank Agarwal,227,49.42,104.11,4,SRH,Arun Jaitley,35,32.4,37
Moeen Ali,215,40.91,123.64,6,DC,M. A. Chidambaram,50,24.99,29
Shreyas Iyer,230,39.86,104.35,3,PBKS,Wankhede,3,46.96,56
Rahmanullah Gurbaz,133,45.31,161.98,4,SRH,Chinnaswamy,120,33.08,38
Manish Pandey,269,25.76,113.01,7,KKR,Wankhede,55,80.99,56
Nicholas Pooran,39,37.52,152.27,5,CSK,Wankhede,24,13.3,19
Suryakumar Yadav,126,31.46,105.47,4,DC,Wankhede,1,88.92,73
Will Jacks,107,38.93,119.62,2,PBKS,M. A. Chidambaram,97,23.95,40
Devdutt Padikkal,152,34.0,131.95,1,RCB,Arun Jaitley,55,74.36,49
Kyle Mayers,118,33.96,154.17,1,GT,DY Patil,97,88.3,72
Kane Williamson,250,46.79,133.18,7,DC,Eden Gardens,78,81.6,59
Harry Brook,119,54.28,166.65,4,RCB,M. A. Chidambaram,90,42.45,56
Devon Conway,202,45.84,105.12,3,PBKS,DY Patil,116,67.45,64
Devon Conway,74,21.58,110.74,5,MI,DY Patil,116,18.34,35
Ruturaj Gaikwad,109,41.91,152.35,2,SRH,Wankhede,36,47.94,35
Shahrukh Khan,262,43.44,158.06,7,KKR,DY Patil,27,86.55,80
Kyle Mayers,169,34.9,131.2,7,MI,Wankhede,90,69.21,45
Rinku Singh,261,37.83,131.7,7,PBKS,DY Patil,107,51.03,55
Sarfaraz Khan,114,27.98,117.65,5,GT,Eden Gardens,24,42.12,38
Ben Stokes,178,26.12,167.69,7,CSK,Narendra Modi,30,64.92,41
Shimron Hetmyer,151,21.71,176.62,1,RCB,M. A. Chidambaram,75,78.42,49
Hardik Pandya,223,31.82,131.72,6,MI,DY Patil,80,56.17,35
Rohit Sharma,36,48.03,168.49,1,LSG,DY Patil,8,26.19,47
Dinesh Karthik,72,20.54,139.24,2,KKR,DY Patil,68,18.84,16
Shubman Gill,67,20.73,177.62,7,MI,Chinnaswamy,57,87.93,53
David Miller,235,46.57,174.53,7,LSG,Narendra Modi,72,66.45,51
Nicholas Pooran,238,21.64,169.0,1,RCB,Wankhede,62,70.27,49
Noor Ahmad,244,48.25,144.78,5,KKR,M. A. Chidambaram,112,87.07,83
Devdutt Padikkal,245,28.68,170.96,5,RR,Eden Gardens,47,30.24,41
Pat Cummins,123,27.13,161.24,6,SRH,M. A. Chidambaram,32,52.32,53
Sai Sudharsan,179,54.12,155.55,7,RCB,Eden Gardens,30,10.2,42
Krunal Pandya,211,33.73,164.29,3,DC,DY Patil,45,57.05,46
Suyash Sharma,105,41.58,102.65,7,RCB,Arun Jaitley,45,27.46,39
Abhishek Sharma,153,34.41,107.36,7,MI,Wankhede,112,66.78,41
Tim David,33,34.97,158.94,4,LSG,DY Patil,16,18.95,17
Krunal Pandya,217,45.17,128.63,6,SRH,Wankhede,12,75.41,68
Devon Conway,226,31.01,102.65,6,RR,Wankhede,26,55.21,55
Heinrich Klaasen,86,26.09,149.03,6,SRH,Arun Jaitley,90,41.51,47
Jitesh Sharma,22,30.71,156.02,7,LSG,M. A. Chidambaram,96,71.96,42
Shreyas Iyer,199,29.58,111.25,1,RR,DY Patil,58,36.61,27
Mayank Agarwal,104,49.28,145.32,7,DC,Narendra Modi,20,80.22,79
Rohit Sharma,117,29.95,160.71,1,MI,Chinnaswamy,96,76.08,64
Moeen Ali,148,33.67,113.99,3,MI,Arun Jaitley,79,80.0,65
Hardik Pandya,112,36.1,141.72,2,RR,Arun Jaitley,4,12.85,25
Ben Stokes,248,30.76,109.26,4,RR,Arun Jaitley,54,87.56,52
Devon Conway,180,28.77,164.58,7,PBKS,DY Patil,113,85.54,63
Ruturaj Gaikwad,81,34.84,171.38,2,LSG,Wankhede,28,82.15,70
Will Jacks,207,23.06,151.55,2,PBKS,Chinnaswamy,110,54.44,33
Washington Sundar,160,27.61,178.6,1,KKR,Chinnaswamy,103,59.72,41
Tim David,114,25.64,144.88,2,DC,Wankhede,94,79.66,51
Ruturaj Gaikwad,296,32.62,151.75,2,PBKS,M. A. Chidambaram,42,78.62,46
Tilak Varma,265,53.41,176.8,1,DC,Wankhede,77,79.02,71
Shivam Dube,38,26.76,160.98,1,GT,Eden Gardens,96,25.47,30
David Warner,109,48.83,134.43,1,KKR,Narendra Modi,21,12.7,27
Rinku Singh,161,23.28,102.05,7,GT,Wankhede,100,44.98,32
Will Jacks,271,23.62,117.27,3,CSK,Arun Jaitley,57,46.31,41
Cameron Green,205,44.27,177.99,1,SRH,Eden Gardens,31,70.07,51
Shikhar Dhawan,130,40.11,105.04,7,PBKS,Arun Jaitley,18,13.32,24
Heinrich Klaasen,107,41.23,170.68,7,CSK,Arun Jaitley,108,59.23,53
Devdutt Padikkal,227,34.49,167.36,5,MI,Wankhede,105,31.41,38
Rinku Singh,233,21.02,163.38,1,RCB,Arun Jaitley,48,11.1,30
David Warner,63,39.02,171.76,4,DC,M. A. Chidambaram,82,16.54,33
Chetan Sakariya,204,49.45,110.77,1,DC,Chinnaswamy,4,63.72,62
Chetan Sakariya,71,34.85,155.31,7,LSG,Chinnaswamy,102,55.3,56
Kyle Mayers,242,25.07,177.71,6,MI,DY Patil,73,60.39,39
Cameron Green,59,24.38,120.15,6,DC,Narendra Modi,51,11.16,25
Sam Curran,224,39.78,123.56,3,KKR,DY Patil,115,47.05,48
Nicholas Pooran,120,28.28,123.14,5,LSG,Narendra Modi,90,76.56,44
Ajinkya Rahane,282,51.74,136.91,2,DC,Chinnaswamy,65,32.95,57
Marcus Stoinis,45,29.33,173.9,2,RR,DY Patil,72,14.19,34
Sanju Samson,122,52.61,160.41,5,MI,Eden Gardens,50,41.97,60
Ajinkya Rahane,137,54.3,162.89,5,RR,Chinnaswamy,104,44.07,54
Nicholas Pooran,85,23.83,145.49,3,GT,Arun Jaitley,51,74.37,47
Heinrich Klaasen,226,36.98,103.94,4,DC,Wankhede,86,16.78,17
Shreyas Iyer,113,45.19,168.67,1,SRH,Narendra Modi,70,40.27,52
Ben Stokes,145,46.73,123.72,7,MI,Chinnaswamy,40,65.96,46
Tilak Varma,269,46.99,119.21,3,GT,Narendra Modi,25,63.69,62
Nitish Rana,10,50.12,148.83,5,PBKS,DY Patil,50,36.7,53
Rohit Sharma,200,20.72,131.95,4,LSG,Wankhede,24,20.27,23
David Miller,73,21.37,172.6,1,RCB,DY Patil,55,77.34,39
Dinesh Karthik,150,31.53,150.62,2,DC,M. A. Chidambaram,92,48.38,37
Rinku Singh,147,39.98,141.75,1,LSG,DY Patil,91,68.84,62
Nitish Rana,252,40.27,131.85,1,RCB,Eden Gardens,72,51.29,55
Abhishek Sharma,175,49.15,175.89,4,KKR,DY Patil,5,19.82,37
Jonny Bairstow,78,51.79,170.36,5,RCB,Eden Gardens,91,21.59,32
Shivam Dube,249,38.86,130.55,4,RCB,Chinnaswamy,16,25.32,32
Tim David,237,25.7,103.83,6,DC,Narendra Modi,18,80.88,46
Harry Brook,218,25.08,133.43,5,LSG,Wankhede,51,36.52,38
Marcus Stoinis,296,47.75,169.54,5,CSK,Wankhede,25,31.55,55
David Miller,26,52.87,113.54,1,LSG,M. A. Chidambaram,108,89.08,68
Faf du Plessis,220,29.89,121.08,7,CSK,DY Patil,33,70.12,65
Shikhar Dhawan,92,36.55,141.3,6,CSK,Narendra Modi,17,80.42,53
Ishan Kishan,150,34.99,166.11,5,SRH,Eden Gardens,19,51.53,50
Quinton de Kock,73,21.22,179.68,2,GT,Wankhede,103,62.81,55
Travis Head,52,48.9,106.15,1,DC,M. A. Chidambaram,35,79.22,68
Harry Brook,121,27.22,161.95,3,SRH,M. A. Chidambaram,38,66.89,48
Deepak Hooda,165,31.77,134.32,4,GT,Wankhede,22,51.88,41
Rohit Sharma,13,32.67,125.72,3,LSG,Wankhede,71,85.38,50
Shimron Hetmyer,285,32.76,148.08,7,DC,Narendra Modi,70,29.44,42
Shimron Hetmyer,90,39.48,100.48,2,SRH,Chinnaswamy,81,23.97,28
Will Jacks,195,48.62,124.62,3,RCB,M. A. Chidambaram,64,40.41,40
Rahul Tripathi,264,44.2,112.1,4,GT,Narendra Modi,120,69.16,66
Sai Sudharsan,175,35.7,129.85,1,PBKS,M. A. Chidambaram,63,49.64,46
Abhishek Sharma,296,41.61,176.34,3,PBKS,Arun Jaitley,86,48.27,42
Ben Stokes,35,50.01,117.87,6,LSG,M. A. Chidambaram,105,64.19,72
Travis Head,268,46.54,113.28,1,SRH,Narendra Modi,64,21.51,38
Ben Stokes,10,24.65,126.9,4,SRH,Arun Jaitley,100,83.88,61
Marcus Stoinis,176,43.81,128.48,4,KKR,Arun Jaitley,77,75.72,51
KS Bharat,292,44.35,161.81,4,MI,DY Patil,22,76.39,63
Harry Brook,239,24.73,122.63,5,SRH,Wankhede,56,16.12,21
Matthew Wade,93,50.55,130.32,1,MI,DY Patil,5,84.9,58
Shimron Hetmyer,285,38.81,121.69,1,CSK,DY Patil,59,80.53,71
Washington Sundar,203,41.4,133.62,7,CSK,Narendra Modi,43,75.34,55
Dinesh Karthik,214,49.11,109.67,5,DC,Narendra Modi,52,74.77,71
Shimron Hetmyer,34,47.52,132.18,4,RCB,M. A. Chidambaram,73,70.78,49
Shikhar Dhawan,110,34.79,179.55,2,RCB,Wankhede,24,57.81,44
Travis Head,153,50.18,137.65,5,LSG,Arun Jaitley,80,69.95,63
Matthew Wade,159,41.03,165.1,3,DC,Narendra Modi,6,44.26,48
Quinton de Kock,172,49.57,142.21,1,LSG,DY Patil,18,61.76,46
Shivam Dube,270,25.5,134.39,7,SRH,Arun Jaitley,3,32.24,36
Will Jacks,168,30.46,136.34,5,SRH,DY Patil,104,70.58,46
Liam Livingstone,120,20.76,125.72,7,LSG,Chinnaswamy,95,71.86,39
Ravindra Jadeja,28,30.41,109.7,7,PBKS,Chinnaswamy,110,64.68,53
Shimron Hetmyer,228,25.95,109.57,2,CSK,M. A. Chidambaram,64,69.26,42
Deepak Hooda,65,29.83,160.87,2,KKR,Chinnaswamy,12,48.63,36
Devdutt Padikkal,256,36.22,157.25,2,GT,M. A. Chidambaram,23,70.09,59
Mayank Agarwal,144,53.54,125.47,7,MI,Eden Gardens,76,60.88,68
Dawid Malan,113,24.32,176.45,6,KKR,M. A. Chidambaram,57,38.35,38
Ravindra Jadeja,241,50.11,131.64,4,PBKS,Narendra Modi,43,50.09,51
Yashasvi Jaiswal,40,36.74,123.97,6,KKR,Eden Gardens,21,72.31,53
Shubman Gill,64,25.54,106.57,5,KKR,DY Patil,32,41.24,25
Shahrukh Khan,115,36.7,150.65,5,DC,Narendra Modi,45,36.16,40
KL Rahul,138,50.26,106.62,4,LSG,DY Patil,5,25.82,31
Travis Head,290,32.4,129.81,2,KKR,M. A. Chidambaram,62,85.56,57
Devon Conway,59,53.48,179.48,3,KKR,DY Patil,74,73.15,60
Sanju Samson,113,29.84,137.42,5,GT,Narendra Modi,80,48.71,50
Josh Inglis,152,25.97,155.32,7,MI,M. A. Chidambaram,80,51.43,44
Suyash Sharma,151,28.92,129.21,5,KKR,Arun Jaitley,88,53.07,54
Virat Kohli,16,54.83,169.95,6,LSG,DY Patil,69,47.96,49
Kyle Mayers,248,21.86,150.06,6,CSK,Wankhede,96,48.6,30
Ruturaj Gaikwad,275,24.67,115.54,7,GT,Narendra Modi,58,55.4,33
Rahul Tripathi,63,42.6,164.11,6,RR,Chinnaswamy,75,30.9,27
Nicholas Pooran,165,53.41,122.85,2,SRH,Wankhede,101,21.68,50
Pat Cummins,226,22.46,104.42,1,SRH,M. A. Chidambaram,46,69.42,46
Hardik Pandya,47,20.94,130.17,2,MI,M. A. Chidambaram,81,11.27,19
Rinku Singh,198,21.65,171.9,2,KKR,Narendra Modi,74,11.58,18
Kyle Mayers,176,49.72,131.13,6,RR,M. A. Chidambaram,49,36.06,40
Tilak Varma,137,29.45,117.28,1,KKR,Narendra Modi,81,25.52,17
Virat Kohli,247,35.67,134.66,1,GT,Arun Jaitley,93,31.99,32
Venkatesh Iyer,196,40.88,165.3,2,LSG,DY Patil,108,33.4,33
Will Jacks,141,37.41,126.61,2,GT,Wankhede,15,71.64,65
Sam Curran,196,42.62,131.69,4,SRH,Narendra Modi,72,52.11,42
Liam Livingstone,214,33.89,113.85,3,DC,Eden Gardens,113,58.61,37
Harpreet Singh,111,53.85,136.94,7,GT,M. A. Chidambaram,72,16.44,37
Sam Curran,250,34.02,103.37,7,RR,Wankhede,119,35.25,46
Nitish Rana,130,35.14,127.12,6,KKR,M. A. Chidambaram,97,37.67,47
Dinesh Karthik,232,29.77,100.02,7,CSK,Arun Jaitley,21,54.18,41
Jitesh Sharma,152,31.9,123.69,5,LSG,Wankhede,94,72.2,56
Hardik Pandya,293,29.56,105.63,1,KKR,DY Patil,12,45.59,32
Rahmanullah Gurbaz,138,22.73,117.52,2,KKR,M. A. Chidambaram,28,22.54,22
Mayank Agarwal,36,22.48,151.9,7,MI,M. A. Chidambaram,79,40.32,21
Marcus Stoinis,118,26.75,162.74,7,RR,Chinnaswamy,24,70.41,52
Harpreet Singh,226,22.37,141.22,4,CSK,DY Patil,68,26.42,14
Virat Kohli,232,24.6,132.24,4,MI,Wankhede,50,73.72,49
Rahul Tripathi,147,35.94,113.33,5,CSK,Arun Jaitley,25,76.21,48
Quinton de Kock,263,30.35,107.13,5,GT,Chinnaswamy,84,22.7,23
KL Rahul,239,49.74,149.98,5,KKR,Wankhede,20,36.05,49
Liam Livingstone,151,22.93,154.2,7,GT,M. A. Chidambaram,6,84.39,54
Shikhar Dhawan,232,36.49,134.87,6,GT,Chinnaswamy,87,53.28,45
Shivam Dube,16,28.94,128.39,5,SRH,M. A. Chidambaram,34,40.91,39
Washington Sundar,285,48.05,147.18,4,CSK,M. A. Chidambaram,3,38.08,43
Andre Russell,61,36.0,151.3,4,RR,DY Patil,48,77.23,70
Will Jacks,255,33.53,146.47,3,SRH,Narendra Modi,10,60.55,38
Tim David,137,43.06,111.93,2,RCB,Narendra Modi,104,14.74,35
Kane Williamson,185,49.12,140.19,1,KKR,M. A. Chidambaram,68,53.52,47
Nitish Rana,197,36.71,123.03,2,MI,Eden Gardens,81,18.42,41
Nicholas Pooran,215,35.43,176.42,4,SRH,DY Patil,75,39.27,38
Ruturaj Gaikwad,150,27.12,153.02,5,PBKS,Wankhede,103,44.02,32
Harry Brook,132,39.31,179.32,7,GT,Arun Jaitley,82,86.58,57
Washington Sundar,167,48.94,179.93,5,LSG,Wankhede,82,70.38,62
Dinesh Karthik,278,46.76,145.45,5,SRH,DY Patil,35,88.74,62
Sanju Samson,88,28.94,101.0,1,SRH,M. A. Chidambaram,11,48.76,31
Suryakumar Yadav,70,53.52,117.29,5,CSK,Narendra Modi,16,44.33,47
Andre Russell,126,40.29,101.68,7,DC,M. A. Chidambaram,23,49.5,60
Travis Head,148,24.32,177.57,2,KKR,M. A. Chidambaram,87,23.35,26
Virat Kohli,177,26.76,112.67,5,MI,Arun Jaitley,37,36.75,22
Dawid Malan,289,42.9,135.29,1,SRH,Arun Jaitley,112,35.68,50
KS Bharat,57,35.57,169.78,4,GT,Chinnaswamy,92,82.05,51
Jitesh Sharma,254,22.39,144.5,2,MI,DY Patil,91,22.1,34
Ishan Kishan,75,50.92,147.93,3,LSG,Eden Gardens,32,18.38,49
Tim David,99,27.51,173.86,5,CSK,Arun Jaitley,83,33.9,35
Heinrich Klaasen,156,23.45,146.62,5,LSG,Eden Gardens,59,44.14,35
Rohit Sharma,17,30.61,166.49,2,RR,Arun Jaitley,97,40.22,38
Kyle Mayers,127,22.08,108.53,3,RR,Wankhede,109,69.95,36
Jason Roy,210,36.17,141.03,7,LSG,Eden Gardens,75,41.02,47
Venkatesh Iyer,191,40.5,109.99,6,KKR,M. A. Chidambaram,86,15.34,32
Kyle Mayers,299,44.73,148.65,7,DC,Chinnaswamy,0,10.13,21
KL Rahul,218,31.58,137.82,4,GT,Eden Gardens,69,76.82,68
MS Dhoni,178,21.38,149.98,1,CSK,Arun Jaitley,53,87.54,69
Marcus Stoinis,198,50.97,122.56,6,CSK,DY Patil,92,15.88,41
Devdutt Padikkal,205,54.86,101.81,4,KKR,Narendra Modi,113,16.63,30
Chetan Sakariya,25,29.43,123.54,1,GT,Arun Jaitley,77,56.88,36
Will Jacks,103,23.43,136.67,1,LSG,Narendra Modi,22,36.03,43
Suyash Sharma,119,42.7,114.07,1,MI,Wankhede,68,71.51,56
Krunal Pandya,139,41.26,177.93,7,DC,Eden Gardens,56,18.77,22
Shikhar Dhawan,235,26.29,154.77,4,GT,Narendra Modi,38,63.5,50
Marcus Stoinis,31,33.16,143.04,1,CSK,DY Patil,19,75.47,51
Chetan Sakariya,26,48.87,164.41,3,RCB,M. A. Chidambaram,7,83.93,66
Tim David,85,23.09,146.8,2,PBKS,DY Patil,32,14.76,26
Shreyas Iyer,244,37.16,170.2,7,CSK,DY Patil,83,12.31,15
Pat Cummins,35,46.92,114.12,6,LSG,Eden Gardens,36,67.31,59
Abhishek Sharma,76,32.36,163.6,4,GT,M. A. Chidambaram,2,79.17,52
Noor Ahmad,94,53.8,164.87,2,DC,M. A. Chidambaram,118,11.13,36
Jonny Bairstow,260,54.78,168.14,5,DC,DY Patil,11,69.51,60
Shivam Dube,257,33.83,158.45,5,RR,Arun Jaitley,52,30.4,46
Mayank Agarwal,213,35.23,116.89,1,MI,Narendra Modi,7,26.88,22
Jitesh Sharma,298,29.54,128.67,2,CSK,Chinnaswamy,110,26.94,33
Moeen Ali,43,30.08,126.6,5,RCB,Narendra Modi,36,78.71,51
Travis Head,161,26.32,153.63,3,DC,Narendra Modi,28,65.98,44
Sanju Samson,43,20.41,101.96,7,LSG,M. A. Chidambaram,44,22.78,32
Venkatesh Iyer,258,48.42,106.75,5,PBKS,Narendra Modi,120,40.81,59
Rilee Rossouw,122,26.63,120.21,7,RR,Narendra Modi,48,13.52,29
Prithvi Shaw,208,40.86,160.34,6,PBKS,M. A. Chidambaram,36,18.99,37
Suryakumar Yadav,234,23.13,103.26,1,KKR,Chinnaswamy,8,41.7,47
Axar Patel,246,50.08,130.45,2,LSG,Arun Jaitley,3,37.7,51
Marcus Stoinis,190,31.27,163.03,5,RR,Eden Gardens,66,14.21,23
Jonny Bairstow,186,27.24,117.01,1,MI,Narendra Modi,96,72.18,46
Harpreet Singh,19,44.11,147.43,4,RCB,Eden Gardens,69,78.89,56
Travis Head,96,54.07,174.59,7,PBKS,Arun Jaitley,100,38.6,58
Nicholas Pooran,92,31.81,112.66,1,LSG,Narendra Modi,106,82.83,69
Suryakumar Yadav,129,29.2,135.07,7,SRH,Narendra Modi,102,66.41,44
Washington Sundar,122,50.36,123.61,1,RCB,DY Patil,45,25.13,52
Tilak Varma,288,28.07,120.51,6,PBKS,Arun Jaitley,32,72.09,43
Nicholas Pooran,239,27.24,176.28,2,RCB,Wankhede,81,27.17,18
Krunal Pandya,92,37.07,160.29,4,RR,Wankhede,31,88.49,76
Tim David,288,39.9,139.5,7,KKR,Narendra Modi,69,62.29,50
Suryakumar Yadav,26,24.18,177.0,5,RR,Chinnaswamy,93,45.01,40
Ajinkya Rahane,72,44.94,179.82,6,DC,M. A. Chidambaram,18,21.42,35
Ravindra Jadeja,28,23.16,171.48,7,RCB,Narendra Modi,57,56.83,35
Venkatesh Iyer,127,41.7,117.08,1,RR,DY Patil,12,17.69,42
KL Rahul,30,41.43,120.72,5,DC,Eden Gardens,17,17.44,34
Jos Buttler,200,53.38,102.26,7,RR,Chinnaswamy,26,50.85,44
Travis Head,44,23.6,178.72,5,PBKS,Narendra Modi,9,26.57,29
Shreyas Iyer,61,41.45,162.69,6,RCB,Eden Gardens,56,68.38,61
Jos Buttler,13,42.49,174.24,2,GT,Chinnaswamy,56,70.52,60
Suyash Sharma,136,47.84,132.59,6,PBKS,Arun Jaitley,104,61.64,45
